dialogue_id,speaker,turn,act_1,act_2,act_3
37_00026,USER,No I do not want them.,NEGATE_INTENT,,
37_00026,SYSTEM,Is there anything else you need?,REQ_MORE,,
37_00026,USER,Search for round trip now.,INFORM_INTENT,,
37_00026,SYSTEM,When do you arrive back?,REQUEST,,
37_00026,USER,I want to arrive back March 12th.,INFORM,,
37_00026,SYSTEM,I have a Delta Airlines departure at 5:30 pm and returns at 8 am for $267.,OFFER,,
37_00026,USER,When does return arrive back and what is departing airport?,REQUEST,,
37_00026,SYSTEM,The return is 8:21 pm and departs from Hartsfield-Jackson International Airport.,INFORM,,
37_00026,USER,I like that flight.,SELECT,,
37_00026,SYSTEM,Do you want me to buy tickets?,OFFER_INTENT,,
37_00026,USER,Yes any class is fine.,AFFIRM_INTENT,INFORM,
37_00026,SYSTEM,Please confirm a March 10th 5:30 pm departure from Atlanta to London on Delta Airlines with a March 12th return leaving at 8 am with a economy seats for 1.,CONFIRM,,
37_00026,USER,Yes I confirm. What is arrival airport and is it refundable?,REQUEST,,AFFIRM
37_00026,SYSTEM,Your ticket is confirmed with destination to Heathrow International Airport and ticket is not refundable.,INFORM,,NOTIFY_SUCCESS
37_00026,USER,Thanks for your help.,THANK_YOU,,
37_00026,SYSTEM,Is there anything else I can do?,REQ_MORE,,
37_00026,USER,That is all for today.,NEGATE,THANK_YOU,
37_00026,SYSTEM,Have a great day and thanks.,GOODBYE,,
37_00027,USER,Would you look for one way flights for me?,INFORM_INTENT,,
37_00027,SYSTEM,When do you want to go and where are you departing from?,REQUEST,,
37_00027,USER,"I'm leaving from London, UK on the 9th of this month.",INFORM,,
37_00027,SYSTEM,Where do you want to go?,REQUEST,,
37_00027,USER,I will go to NYC.,INFORM,,
37_00027,SYSTEM,I recommend this American Airlines flight that leaves at 2:05 pm and has 1 stop. It costs $324.,OFFER,,
37_00027,USER,Which irport does it leave from and to which airport does it go?,REQUEST,,
37_00027,SYSTEM,It leaves Heathrow International Airport and goes to JFK International Airport.,INFORM,,
37_00027,USER,Do you have any other flights?,REQUEST_ALTS,,
37_00027,SYSTEM,I recommend this British Airways flight that leaves at 9:15 am and has 0 stops. It costs $211.,OFFER,,
37_00027,USER,Do you have anything else at all?,REQUEST_ALTS,,
37_00027,SYSTEM,What about this Delta Airlines Flight that leaves at 3:35 pm and has 0 stops? That costs $239.,OFFER,,
37_00027,USER,That flight sounds gret. Would you look for round trip flights in economy now?,INFORM,INFORM_INTENT,SELECT
37_00027,SYSTEM,When will you come back?,REQUEST,,
37_00027,USER,I want to get back on March 11th.,INFORM,,
37_00027,SYSTEM,How about this Delta Airlines flight? The outbound flight leaves at 3:35 pm and return flight leaves at 6:20 pm. This costs $251.,OFFER,,
37_00027,USER,When will the outbound flight arrive and could I get a refund if needed?,REQUEST,,
37_00027,SYSTEM,"No, this ticket cannot be refunded. The outbound flight arrives at 7:57 pm.",INFORM,,
37_00027,USER,That flight sounds gret.,SELECT,,
37_00027,SYSTEM,Could I buy tickets for it?,OFFER_INTENT,,
37_00027,USER,"Yes, and I would like to book for three people.",AFFIRM_INTENT,INFORM,
37_00027,SYSTEM,Please confirm that you are leaving from London to New York on Delta Airlines. The flight departs on March 9th at 3:35 pm and returns on March 11th at 6:20 pm. You are flying Economy. Is this right?,CONFIRM,,
37_00027,USER,"No, actually make it 4 people.",INFORM,NEGATE,
37_00027,SYSTEM,Please confirm that you have 4 people in your group and that the return flight leaves at 6:20 pm.,CONFIRM,,
37_00027,USER,"Yes, that is cool.",AFFIRM,,
37_00027,SYSTEM,Your ticket has been confirmed.,NOTIFY_SUCCESS,,
37_00027,USER,Thank you for helping. That is all I need for now.,THANK_YOU,GOODBYE,
37_00027,SYSTEM,Have a good one.,GOODBYE,,
37_00028,USER,I need 2 seats on a plane.,INFORM,INFORM_INTENT,
37_00028,SYSTEM,Where are you going? And from where are you leaving?,REQUEST,,
37_00028,USER,I'm heading to Atlanta from LA.,INFORM,,
37_00028,SYSTEM,When do you want to leave?,REQUEST,,
37_00028,USER,I'll be cutting out on the 4th.,INFORM,,
37_00028,SYSTEM,I see 5 flights you might like. For $179 you got an 8:15 pm Alaska Airlines flight with 0 stops.,OFFER,,
37_00028,USER,Look for something else in Economy.,INFORM,REQUEST_ALTS,
37_00028,SYSTEM,How about a 5:25 pm American Airlines flight with 0 stops for $169?,OFFER,,
37_00028,USER,What's the arrival airport?,REQUEST,,
37_00028,SYSTEM,Hartsfield-Jackson International Airport.,INFORM,,
37_00028,USER,What about the departure?,REQUEST,,
37_00028,SYSTEM,That's from LAX International Airport.,INFORM,,
37_00028,USER,I think I'm down with that.,SELECT,,
37_00028,SYSTEM,Excellent. You want me to grab you some tickets.,OFFER_INTENT,,
37_00028,USER,"No, not yet. Look for a round tripper returning on March 6th.",INFORM,INFORM_INTENT,NEGATE_INTENT
37_00028,SYSTEM,I see 1. A 5:25 pm American Airlines that takes off for the return at 9:15 pm. It'll run you $234.,OFFER,,
37_00028,USER,What time does it return? And which airport so I need to go to?,REQUEST,,
37_00028,SYSTEM,Go to LAX International Airport. You'll be back at 1:47 am.,INFORM,,
37_00028,USER,Sounds like a plan. Book it.,INFORM_INTENT,SELECT,
37_00028,SYSTEM,Ok. Please confirm. 2 Economy seats next Monday on a 5:25 pm American Airlines flight from Los Angeles to Atlanta. Returning next Wednesday on a 9:15 pm flight.,CONFIRM,,
37_00028,USER,Confirmed. Can I get a refund if need be?,REQUEST,AFFIRM,
37_00028,SYSTEM,No refunds. But you have a ticket.,INFORM,NOTIFY_SUCCESS,
37_00028,USER,Ok. Good job.,THANK_YOU,,
37_00028,SYSTEM,You got anything else for me.,REQ_MORE,,
37_00028,USER,No. Thats it for now.,NEGATE,THANK_YOU,
37_00028,SYSTEM,Take it easy.,GOODBYE,,
37_00029,USER,I need to find one-way flights leaving Chicago.,INFORM,INFORM_INTENT,
37_00029,SYSTEM,No problem! Where are you planning to visit?,REQUEST,,
37_00029,USER,I'm traveling to Seattle.,INFORM,,
37_00029,SYSTEM,When do you want to leave?,REQUEST,,
37_00029,USER,I need to leave the 9th of this month.,INFORM,,
37_00029,SYSTEM,I've found 4 flights for you. I recommend the American Airlines flight that leaves at 2:50 pm. It has 1 stop and costs $307. Does that interest you at all?,OFFER,,
37_00029,USER,Which airport does the flight depart from? Is the ticket refundable?,REQUEST,,
37_00029,SYSTEM,"The flight leaves from the O'Hare International Airport. Unfortunately, the ticket is not refundable.",INFORM,,
37_00029,USER,What about one of the other flights?,REQUEST_ALTS,,
37_00029,SYSTEM,There's a Delta Airlines flight that leaves at 3:35 pm. It has 0 stops and costs $187. Does that interest you at all?,OFFER,,
37_00029,USER,That sounds perfect.,SELECT,,
37_00029,SYSTEM,Would you like me to purchase tickets for you?,OFFER_INTENT,,
37_00029,USER,"No, I'm good.",NEGATE_INTENT,,
37_00029,SYSTEM,Do you need help with anything else?,REQ_MORE,,
37_00029,USER,Can we search for roundtrip flight? I want to travel in economy.,INFORM,INFORM_INTENT,
37_00029,SYSTEM,When would you like to return?,REQUEST,,
37_00029,USER,I plan to return on the 11th of March.,INFORM,,
37_00029,SYSTEM,I found 1 flight that should work for you. It's a Delta Airlines flight that leaves at 3:35 pm. The return flight leaves at 11:50 pm. The whole trip costs $180. Does that interest you at all?,OFFER,,
37_00029,USER,"That sounds good, actually. Can you purchase tickets for me? There are 4 of us flying.",INFORM,INFORM_INTENT,SELECT
37_00029,SYSTEM,"Sure! Can you confirm the following details, please? You're purchasing 4 tickets for a Delta Airlines flight leaving Chicago on March 9th at 3:35 pm. The return flight leaves Seattle on March 11th at 11:50 pm. All seats are in economy.",CONFIRM,,
37_00029,USER,"Yes, that's all great.",AFFIRM,,
37_00029,SYSTEM,Your tickets are confirmed.,NOTIFY_SUCCESS,,
37_00029,USER,"Great, thanks!",THANK_YOU,,
37_00029,SYSTEM,You're welcome! Can I help you with anything else?,REQ_MORE,,
37_00029,USER,"No, that's all.",NEGATE,THANK_YOU,
37_00029,SYSTEM,Have a wonderful day!,GOODBYE,,
37_00030,USER,I would like to find a one way flight for my upcoming trip.,INFORM_INTENT,,
37_00030,SYSTEM,What is the destination of your trip?,REQUEST,,
37_00030,USER,I would like to travel Premium Economy to Delhi.,INFORM,,
37_00030,SYSTEM,And what is your departure location?,REQUEST,,
37_00030,USER,I am departing from ATL,INFORM,,
37_00030,SYSTEM,And what is your date of departure?,REQUEST,,
37_00030,USER,My departure date is the 7th.,INFORM,,
37_00030,SYSTEM,"There is an American Airlines flight which leaves at 9:35 am, making 1 stop. The cost of the ticket is $635",OFFER,,
37_00030,USER,Can you tell me if the ticket is refundable?,REQUEST,,
37_00030,SYSTEM,"Yes, the ticket is refundable.",INFORM,,
37_00030,USER,That works perfectly. Can you search flights with a return date of 13th of March.,INFORM,INFORM_INTENT,SELECT
37_00030,SYSTEM,"There is 1 American Airlines flight that departs at 9:35 am, with a return flight leaving at 3 pm. The cost of the ticket is $710.",OFFER,,
37_00030,USER,That flight sounds great. My trip will be a short one. Can you please go ahead and buy the plane tickets?,INFORM_INTENT,SELECT,
37_00030,SYSTEM,"To confirm, the Premium Economy flight on American Airlines for 1 passenger, leaving from Atlanta and going to Delhi leaves next Thursday, and the departure time is 9:35 am. The return flight on March 13th leaves at 3 pm.",CONFIRM,,
37_00030,USER,Excellent. That sounds great.,AFFIRM,,
37_00030,SYSTEM,Your ticket has been successfully confirmed.,NOTIFY_SUCCESS,,
37_00030,USER,"Great, thank you. that was everything I needed",THANK_YOU,GOODBYE,
37_00030,SYSTEM,Have a great day.,GOODBYE,,
37_00031,USER,I need a one-way flight.,INFORM_INTENT,,
37_00031,SYSTEM,"When are you leaving, and where are you going?",REQUEST,,
37_00031,USER,I am traveling to San Francisco on Monday next week.,INFORM,,
37_00031,SYSTEM,Where are you leaving from?,REQUEST,,
37_00031,USER,I am leaving Los Angeles.,INFORM,,
37_00031,SYSTEM,There is an Alaska Airlines flight with 0 stops leaving at 5:50 pm which costs $96.,OFFER,,
37_00031,USER,Which airport and what time does it arrive?,REQUEST,,
37_00031,SYSTEM,The flight arrives at SFO International Airport at 7:15 pm.,INFORM,,
37_00031,USER,That is perfect.,SELECT,,
37_00031,SYSTEM,Do you need anything else?,REQ_MORE,,
37_00031,USER,Can you find a round trip flight?,INFORM_INTENT,,
37_00031,SYSTEM,When are you returning?,REQUEST,,
37_00031,USER,I want to come home on Wednesday next week.,INFORM,,
37_00031,SYSTEM,I found 1 Alaska Airlines flight costing $102. The outbound flight leaves at 5:50 pm and the return flight leaves at 8:20 pm.,OFFER,,
37_00031,USER,That sounds good. Can you purchase one ticket in Economy?,INFORM,,INFORM_INTENT
37_00031,SYSTEM,Please confirm you need 1 ticket on Alaska Airlines flying from Los Angeles to San Francisco in Economy. The departure is next Monday at 5:50 pm and the return is next Wednesday at 8:20 pm.,CONFIRM,,
37_00031,USER,"Yes, that is perfect. Can I get a refund? When does the flight arrive?",REQUEST,,AFFIRM
37_00031,SYSTEM,The ticket is non-refundable and arrives at 7:15 pm.,INFORM,,NOTIFY_SUCCESS
37_00031,USER,"Thank you, that will be all.",THANK_YOU,GOODBYE,
37_00031,SYSTEM,See you soon!,GOODBYE,,
37_00032,USER,Can you please find one-way flights for me?,INFORM_INTENT,,
37_00032,SYSTEM,Where and when would you like to visit? And what city are you leaving from?,REQUEST,,
37_00032,USER,I'm flying out of Philadelphia and going to ATL on March 9th.,INFORM,,
37_00032,SYSTEM,"I found 4 possible flights. One is on American Airlines, and it leaves at 10:10 am and has 1 stop. The ticket price is $205.",OFFER,,
37_00032,USER,Will the ticket be refundable if I need to change?,REQUEST,,
37_00032,SYSTEM,"No, the ticket cannot be refunded unfortunately.",INFORM,,
37_00032,USER,"Okay, well that flight works for me.",SELECT,,
37_00032,SYSTEM,Would you like to buy tickets?,OFFER_INTENT,,
37_00032,USER,"No thanks, can you find round trip flights for me? I want to travel in Economy class.",INFORM,INFORM_INTENT,NEGATE_INTENT
37_00032,SYSTEM,When do you plan on returning?,REQUEST,,
37_00032,USER,I want to get home on the 11th of March.,INFORM,,
37_00032,SYSTEM,There is an American Airlines flight that leaves at 10:10 am. The return flight departs at 3:25 pm and the ticket costs $206.,OFFER,,
37_00032,USER,"That sounds good, I just want a short trip. Can you help me get tickets?",INFORM_INTENT,SELECT,
37_00032,SYSTEM,"Please confirm: 1 ticket from Philadelphia to Atlanta on American Airlines, leaving March 9th at 10:10 am and returning March 11th at 3:25 pm. The ticket is for Economy class.",CONFIRM,,
37_00032,USER,"No, I need four tickets for my group.",INFORM,NEGATE,
37_00032,SYSTEM,"Okay, please confirm: 4 tickets to leave on March 9th.",CONFIRM,,
37_00032,USER,"Yep, that's good. What airport does the flight arrive into? And is the ticket refundable?",REQUEST,,AFFIRM
37_00032,SYSTEM,"Your ticket has been confirmed. It will fly into Hartsfield-Jackson International Airport, and unfortunately you can't refund the ticket.",INFORM,,NOTIFY_SUCCESS
37_00032,USER,Thanks so much for helping.,THANK_YOU,,
37_00032,SYSTEM,Can I assist with anything else?,REQ_MORE,,
37_00032,USER,"Nope, thank you so much.",NEGATE,THANK_YOU,
37_00032,SYSTEM,Have a great day.,GOODBYE,,
37_00033,USER,Can you list one way flights?,INFORM,INFORM_INTENT,
37_00033,SYSTEM,What is your departure city and when?,REQUEST,,
37_00033,USER,Departure is San Fran and on 10th of this month.,INFORM,,
37_00033,SYSTEM,Where is your visit?,REQUEST,,
37_00033,USER,I want to visit Vegas.,INFORM,,
37_00033,SYSTEM,I found 4. Alaska Airlines leaves at 8:15 pm and has 0 stops for $109.,OFFER,,
37_00033,USER,Can it be refunded?,REQUEST,,
37_00033,SYSTEM,Yes it is refundable.,INFORM,,
37_00033,USER,I would prefer Delta Airlines for three people.,INFORM,,REQUEST_ALTS
37_00033,SYSTEM,I have 1 Delta Airlines flight that leaves at 10:50 am with 0 stop for $103.,OFFER,,
37_00033,USER,What is the departure airport?,REQUEST,,
37_00033,SYSTEM,The departure airport is SFO International Airport.,INFORM,,
37_00033,USER,I like that flight.,SELECT,,
37_00033,SYSTEM,Would you like reservations?,OFFER_INTENT,,
37_00033,USER,No I do not want reservations yet.,NEGATE_INTENT,,
37_00033,SYSTEM,Is there anything else you need?,REQ_MORE,,
37_00033,USER,I would like info on round trips flights.,INFORM_INTENT,,
37_00033,SYSTEM,When would you like to come back?,REQUEST,,
37_00033,USER,I want to come back on March 12th.,INFORM,,
37_00033,SYSTEM,I found 1 Delta Airlines that leaves at 10:50 am and returns at 10:50 pm for $110.,OFFER,,
37_00033,USER,What is the arrival time of return?,REQUEST,,
37_00033,SYSTEM,Arrival time is 0:25 am.,INFORM,,
37_00033,USER,I like that flight.,SELECT,,
37_00033,SYSTEM,Do you want reservations?,OFFER_INTENT,,
37_00033,USER,No that is all today.,NEGATE_INTENT,GOODBYE,
37_00033,SYSTEM,Thank you and have a great day.,GOODBYE,,
37_00034,USER,Can you assist me with finding one-way flights,INFORM_INTENT,,
37_00034,SYSTEM,Where will you be departing from.,REQUEST,,
37_00034,USER,I will be leaving from Philadelphia.,INFORM,,
37_00034,SYSTEM,Where would you like to go and when would you like to leave,REQUEST,,
37_00034,USER,My destination is Chi-town and I would like to leave on March 10th.,INFORM,,
37_00034,SYSTEM,I found an American Airlines flight with 0 stops that leaves at 10:10 am. The ticket price is $120.,OFFER,,
37_00034,USER,What time does the flight arrive at the destination and is the ticket refundable.,REQUEST,,
37_00034,SYSTEM,The ticket is not refundable. The flight arrives at 11:21 am.,INFORM,,
37_00034,USER,It sounds good. Can you find a round trip flight that comes back on March 12th.,INFORM,INFORM_INTENT,SELECT
37_00034,SYSTEM,I found 1 flight on American Airlines for $127. The outbound flight departs at 10:10 am and the return flight leaves at 6:40 pm.,OFFER,,
37_00034,USER,What airport does the flight arrive at and when does the onward flight arrive?,REQUEST,,
37_00034,SYSTEM,The flight arrives at O'Hare International Airport. The arrival time for the onward flight is 11:21 am.,INFORM,,
37_00034,USER,That sounds like a good flight,SELECT,,
37_00034,SYSTEM,Should I purchase the tickets,OFFER_INTENT,,
37_00034,USER,Yest please book an Economy class ticket for one.,AFFIRM_INTENT,INFORM,
37_00034,SYSTEM,Can you please confirm the flight details: The American Airlines flight departing from Philadelphia to Chicago on March 10th at 10:10 am. The return date is March 12th at 6:40 pm. The reservation is for 1 Economy class seat.,CONFIRM,,
37_00034,USER,Actually there are four people in my party.,INFORM,NEGATE,
37_00034,SYSTEM,Please confirm the following information. The number of passengers departing on March 10th is 4.,CONFIRM,,
37_00034,USER,That is correct. Can you tell me when the return flight arrives and at which airport?,REQUEST,,AFFIRM
37_00034,SYSTEM,Your reservation has been confirmed. The return flight departs from PHL International Airport and arrives at 9:51 pm.,INFORM,,NOTIFY_SUCCESS
37_00034,USER,Thanks for your assistance.,THANK_YOU,,
37_00034,SYSTEM,Can I assist you with anything else.,REQ_MORE,,
37_00034,USER,No thank you.,NEGATE,THANK_YOU,
37_00034,SYSTEM,Enjoy the rest of your day,GOODBYE,,
37_00035,USER,WOuld you find me one way flights?,INFORM_INTENT,,
37_00035,SYSTEM,When do you want to leave and where are you going? What city are you departing from?,REQUEST,,
37_00035,USER,I will depart from San Francisco and need to go to Las Vegas. This should be Wednesday next week.,INFORM,,
37_00035,SYSTEM,How about an Alaska Airlines flight that leaves at 8:15 pm and has 0 stops? It costs $103.,OFFER,,
37_00035,USER,Do you have anything else? I like economy class.,INFORM,REQUEST_ALTS,
37_00035,SYSTEM,I have 4 flights that could work. What do you think of this American Airlines flight that leaves at 5:30 pm and has 0 stops? It costs $101.,OFFER,,
37_00035,USER,Do you have anything else suitable? I have 3 people in my group.,INFORM,REQUEST_ALTS,
37_00035,SYSTEM,This Delta Airlines flight is good and it leaves at 9:05 pm with 0 stops. It costs $102.,OFFER,,
37_00035,USER,Could I get a refund on the ticket? When does the outbound flight arrive?,REQUEST,,
37_00035,SYSTEM,Sorry but you cannot get a refund. The outbound flight arrives at 10:40 pm.,INFORM,,
37_00035,USER,That sounds good to me.,SELECT,,
37_00035,SYSTEM,So you want to buy tickets?,OFFER_INTENT,,
37_00035,USER,"No, not at the moment.",NEGATE_INTENT,,
37_00035,SYSTEM,Could I assist with anything else?,REQ_MORE,,
37_00035,USER,Would you look for round trip flights?,INFORM_INTENT,,
37_00035,SYSTEM,When will you come back?,REQUEST,,
37_00035,USER,I will get back on March 8th.,INFORM,,
37_00035,SYSTEM,There is a Delta Airlines flight that leaves at 9:05 pm and the return departs at 10:50 pm. It costs $107. What do you think?,OFFER,,
37_00035,USER,When will my return arrive? Which airport does the flight leave from?,REQUEST,,
37_00035,SYSTEM,The flight leaves from SFO International Airport and returns at 0:25 am.,INFORM,,
37_00035,USER,That sounds good.,SELECT,,
37_00035,SYSTEM,Do you want me to buy the tickets?,OFFER_INTENT,,
37_00035,USER,"Yes, please buy the tickets.",AFFIRM_INTENT,,
37_00035,SYSTEM,Would you confirm these details? The flight leaves from San Francisco to Las Vegas on Delta Airlines. It departs next Wednesday at 9:05 pm and returns next Friday at 10:50 pm. Your group contains 3 people and you want economy tickets. Does this all sound correct?,CONFIRM,,
37_00035,USER,That sounds right.,AFFIRM,,
37_00035,SYSTEM,I have confirmed your tickets.,NOTIFY_SUCCESS,,
37_00035,USER,Would I be able to get a refund? When does the outbound flight arrive?,REQUEST,,
37_00035,SYSTEM,Unfortunately the ticket cannot be refunded. The outbound flight arrives at 10:40 pm.,INFORM,,
37_00035,USER,Thank you for helping.,THANK_YOU,,
37_00035,SYSTEM,Should I help with anything else?,REQ_MORE,,
37_00035,USER,"No, but thank you for your help.",NEGATE,THANK_YOU,
37_00035,SYSTEM,Have a great day.,GOODBYE,,
37_00036,USER,I'm looking for a one-way flight.,INFORM_INTENT,,
37_00036,SYSTEM,Where are you planning to go?,REQUEST,,
37_00036,USER,"I wanna go to Sydney, NSW.",INFORM,,
37_00036,SYSTEM,When are you planning on leaving?,REQUEST,,
37_00036,USER,On the 8th of March.,INFORM,,
37_00036,SYSTEM,Where are you departing from?,REQUEST,,
37_00036,USER,"I'm leaving from Sydney, NSW, and I'm going to San Diego.",INFORM,,
37_00036,SYSTEM,I found 2 flights. One is a Delta Airlines flight. The outbound flight is at 5:50 pm and has 1 stop. The ticket would cost you $257.,OFFER,,
37_00036,USER,What other available flights are there? I want to travel in Economy.,INFORM,REQUEST_ALTS,
37_00036,SYSTEM,I found 1 flight. It is a United Airlines flight. The outbound flight is at 10:05 pm and has 1 stop. The ticket would cost you $248.,OFFER,,
37_00036,USER,I like that flight the most. Can you look for round trip flights for me?,INFORM_INTENT,SELECT,
37_00036,SYSTEM,What time will you be you coming back?,REQUEST,,
37_00036,USER,I wanna come back March 10th.,INFORM,,
37_00036,SYSTEM,I found 1 round trip flight. It is a United Airlines flight. The outbound flight is at 10:05 pm and the return flight is at 7:20 am. The ticket would cost you $295.,OFFER,,
37_00036,USER,When would you return flight be there? Would I be able to get a refund on the ticket?,REQUEST,,
37_00036,SYSTEM,The airlines does not allow tickets to be refundable. The return flight will be there at 1:06 pm.,INFORM,,
37_00036,USER,Sounds like a perfect flight to me.,SELECT,,
37_00036,SYSTEM,Would you like me to buy tickets for you/,OFFER_INTENT,,
37_00036,USER,Yes. Please book the tickets for me.,AFFIRM_INTENT,,
37_00036,SYSTEM,You want 1 ticket for a United Airlines Economy class flight from Sydney to San Diego next Friday. You'll be returning March 10th and the onward flight is at 10:05 pm. The return flight will go at 7:20 am. Is this all correct?,CONFIRM,,
37_00036,USER,No. I'm going to need 3 tickets.,INFORM,NEGATE,
37_00036,SYSTEM,The return flight will go at 7:20 am. It will have 3 passengers. Is this correct?,CONFIRM,,
37_00036,USER,"Yes, that's correct.",AFFIRM,,
37_00036,SYSTEM,Your tickets have been booked.,NOTIFY_SUCCESS,,
37_00036,USER,Thank you. That is all.,THANK_YOU,GOODBYE,
37_00036,SYSTEM,Have a nice day.,GOODBYE,,
37_00037,USER,"I'm looking for a one-way flights, can you help?",INFORM_INTENT,,
37_00037,SYSTEM,"Yes, where are you visiting and when would you like to leave?",REQUEST,,
37_00037,USER,I'm going to CDMX on the 12th of March.,INFORM,,
37_00037,SYSTEM,Where are you leaving from?,REQUEST,,
37_00037,USER,Vegas.,INFORM,,
37_00037,SYSTEM,There are 3 flights. How about a 9:30 am American Airlines flight that makes 1 stop at $221.,OFFER,,
37_00037,USER,Sure.,SELECT,,
37_00037,SYSTEM,Would you like me to purchase tickets?,OFFER_INTENT,,
37_00037,USER,"No, but can you search for round trip flights?",INFORM_INTENT,NEGATE_INTENT,
37_00037,SYSTEM,What day will you be coming back?,REQUEST,,
37_00037,USER,On the 14th of this month.,INFORM,,
37_00037,SYSTEM,How about an 9:30 am American Airlines flight that returns at 8:05 am for $241,OFFER,,
37_00037,USER,"Perfect, I'm planning a short trip. Can you buy flight tickets?",INFORM_INTENT,SELECT,
37_00037,SYSTEM,Please confirm your flight details: 1 economy American Airlines ticket from Las Vegas going to Mexico City on March 12th and returning March 14th at 9:30 am and returning at 8:05 am.,CONFIRM,,
37_00037,USER,"Wonderful, thanks.",AFFIRM,,
37_00037,SYSTEM,Confirmation complete.,NOTIFY_SUCCESS,,
37_00037,USER,"Thanks, that's it.",THANK_YOU,GOODBYE,
37_00037,SYSTEM,Have a great day.,GOODBYE,,
37_00038,USER,Could you search one-way flights for me?,INFORM_INTENT,,
37_00038,SYSTEM,"What place will you depart from, and what location do you anticipate traveling to?",REQUEST,,
37_00038,USER,I am departing from Chicago and will visit SFO.,INFORM,,
37_00038,SYSTEM,What time do you intend to depart?,REQUEST,,
37_00038,USER,I am departing on the 10th of March.,INFORM,,
37_00038,SYSTEM,There is a ticket costing $173 for an outbound American Airlines flight departing at 7:05 am with 0 stops.,OFFER,,
37_00038,USER,Can I get my money back for the ticket? What airport does the flight go to?,REQUEST,,
37_00038,SYSTEM,"The target is SFO International Airport. Sadly, the you cannot get money back for the ticket.",INFORM,,
37_00038,USER,The flight is perfect for me.,SELECT,,
37_00038,SYSTEM,Would you like to purchase tickets for the flight?,OFFER_INTENT,,
37_00038,USER,"Nope, I do not wish to purchase a ticket.",NEGATE_INTENT,,
37_00038,SYSTEM,Is there anything else I can assist you with?,REQ_MORE,,
37_00038,USER,"Could you look up round trip flights for me, preferably in Economy?",INFORM,INFORM_INTENT,
37_00038,SYSTEM,What time will your return at?,REQUEST,,
37_00038,USER,"There's 2 people in my cohort, and I'd like to return on 12th of March.",INFORM,,
37_00038,SYSTEM,I discovered 1 convenient flight for your trip. There is a ticket costing $181 for an outbound American Airlines flight that departs at 7:05 am. The returning flight departs at 3:20 pm.,OFFER,,
37_00038,USER,What time does my return flight come at?,REQUEST,,
37_00038,SYSTEM,The return arrive will come at 10:07 pm.,INFORM,,
37_00038,USER,Can I get my money back for the ticket? What airport does the flight come to?,REQUEST,,
37_00038,SYSTEM,"The target is SFO International Airport. Sadly, there you cannot get your money back for the ticket.",INFORM,,
37_00038,USER,That flight is perfect for me. I intend to go on a short trip; could you assist me in purchasing flight tickets?,INFORM_INTENT,SELECT,
37_00038,SYSTEM,Please verify the following information: 2 passengers in Economy seats for an American Airlines flight departing from Chicago to San Francisco. The flight will depart on 7:05 am of March 10th and will return on 3:20 pm of March 12th.,CONFIRM,,
37_00038,USER,"Yup, that's perfect.",AFFIRM,,
37_00038,SYSTEM,Your ticket is verified.,NOTIFY_SUCCESS,,
37_00038,USER,Thank you for your assistance. That's all.,THANK_YOU,GOODBYE,
37_00038,SYSTEM,Have a pleasant afternoon.,GOODBYE,,
37_00039,USER,Can you find me a one way flight from Washington?,INFORM,INFORM_INTENT,
37_00039,SYSTEM,"When are you departing, and what is your destination?",REQUEST,,
37_00039,USER,"I'm leaving on the 7th of this month for Paris, France.",INFORM,,
37_00039,SYSTEM,I've found an American Airlines flight that leaves at 2:50 pm and has 1 stop. The ticket costs $355.,OFFER,,
37_00039,USER,Sounds good. Can you find a round trip flight?,INFORM_INTENT,SELECT,
37_00039,SYSTEM,When would you like to return?,REQUEST,,
37_00039,USER,I'd like to return on the 9th of this month. Please help me find an Economy ticket.,INFORM,,
37_00039,SYSTEM,"I've found 1 flight for you, an American Airlines flight. The departing flight is at 2:50 pm, and the return flight is at 4:05 am. The ticket costs $366.",OFFER,,
37_00039,USER,When does the return flight arrive?,REQUEST,,
37_00039,SYSTEM,The return flight should arrive at 12:05 pm.,INFORM,,
37_00039,USER,When does the departing flight arrive? Will I be able to refund the ticket?,REQUEST,,
37_00039,SYSTEM,"The departing flight should arrive at 11:36 am. Unfortunately, no, the ticket is not refundable.",INFORM,,
37_00039,USER,"Sounds good to me, I just want a short trip. Please help me reserve tickets.",INFORM_INTENT,SELECT,
37_00039,SYSTEM,"So you'd like 1 Economy class ticket for a roundtrip flight from Washington to Paris? You will be flying with American Airlines. The departing flight is at 2:50 pm next Thursday, the returning flight is at 4:05 am on March 9th.",CONFIRM,,
37_00039,USER,Sounds good. Which airport will the flight arrive at?,REQUEST,AFFIRM,
37_00039,SYSTEM,Your ticket has been reserved. The flight will arrive at Charles de Gaulle International Airport.,INFORM,NOTIFY_SUCCESS,
37_00039,USER,Which airport will the flight depart from?,REQUEST,,
37_00039,SYSTEM,The flight will depart from Dulles International Airport.,INFORM,,
37_00039,USER,Thank you.,THANK_YOU,,
37_00039,SYSTEM,Is there anything else I can help you with?,REQ_MORE,,
37_00039,USER,"No, thank you.",NEGATE,THANK_YOU,
37_00039,SYSTEM,Have a nice day.,GOODBYE,,
37_00040,USER,Hi. Can you help me book a flight traveling in premium economy?,INFORM,INFORM_INTENT,
37_00040,SYSTEM,Absolutely! Where will you be departing from?,REQUEST,,
37_00040,USER,"Seattle, WA.",INFORM,,
37_00040,SYSTEM,Great. Where are you traveling to and when do you plan to leave?,REQUEST,,
