dialogue_id,turn,Model,words,sentences,quest_mark,whq,imper_quest,places_services,simple_quest,sensitive_data,interjections,conditional_vb
1_00038,"Yes, that sounds good.",1,4,1,0,0,0,0,0,0,0,0
1_00038,"No, thanks a lot.",1,4,1,0,0,0,0,0,0,0,0
1_00039,I am planning to go out for dinner. Can you find me restaurants nearby?,1,14,2,1,0,0,0,0,0,0,0
1_00039,I would like to eat in Milpitas and the restaurant should be in the moderate price range.,1,17,1,0,0,0,1,0,0,0,1
1_00039,I am looking for restaurants that offer Take-out.,0,8,1,0,0,0,0,0,0,0,0
1_00039,What is the other restaurant you mentioned?,0,7,1,1,1,0,0,0,0,0,0
1_00039,Where are they located?,0,4,1,1,1,0,0,1,0,0,0
1_00039,I like that location. I would like to make a reservation at Red Chillies The Malabar Cuisine.,1,17,2,0,0,0,0,0,0,0,1
1_00039,The reservation needs to be at 11 am.,0,8,1,0,0,0,0,0,1,0,0
1_00039,The reservation should be for March 14th.,0,7,1,0,0,0,1,0,1,0,1
1_00039,Please make the reservation for 18:00.,1,6,1,0,0,0,0,0,1,1,0
1_00039,"Yes, that is correct.",1,4,1,0,0,0,0,0,0,0,0
1_00039,Does the restaurant have any live entertainment? Is their contact information available?,0,12,2,1,0,0,0,0,0,0,0
1_00039,I greatly appreciate your time.,1,5,1,0,0,0,0,0,0,0,0
1_00039,No. Thank you again.,1,4,2,0,0,0,0,0,0,0,0
1_00040,"I'm feeling hungry, do you know of any places that average priced?",1,13,1,1,0,0,0,0,0,0,0
1_00040,I'm feeling a craving for Noodles.,1,7,1,0,0,0,0,0,0,0,0
1_00040,Look for a place in Dublin.,0,6,1,0,0,1,1,0,0,0,0
1_00040,"Yeah, I like the sound of that.",1,7,1,0,0,0,0,0,0,0,0
1_00040,"Yeah, reserve me a table for one person please.",1,9,1,0,0,0,0,0,0,1,0
1_00040,I want it on the 7th of March at 13:00.,0,10,1,0,0,0,1,0,1,0,0
1_00040,"Sorry, it's actually for the 8th of March.",1,9,1,0,0,0,1,0,1,1,0
1_00040,"Yeah, you got it. Do they have liquor over there?",1,10,2,1,0,1,0,0,0,0,0
1_00040,"Thank you, you're great. That'll be all.",1,9,2,0,0,0,0,0,0,1,0
1_00041,"I'm looking for somewhere to eat with my girlfriend, do you know of any good restaurants?",1,17,1,1,0,0,0,0,0,0,0
1_00041,I want something with a moderate priced in Petaluma. It also needs to serve alcohol.,0,15,2,0,0,0,1,0,0,0,0
1_00041,"Some type of curry would be great, so Indian or Thai maybe.",1,12,1,0,0,0,1,0,0,1,1
1_00041,"Yeah, that's great!",1,4,1,0,0,0,0,0,0,1,0
1_00041,"Yes, I'd like to book a table.",1,8,1,0,0,0,0,0,0,0,1
1_00041,How about 11 in the morning?,0,6,1,1,1,0,0,1,1,0,0
1_00041,"No, just for 1 person.",0,5,1,0,0,0,0,0,1,0,0
1_00041,"Yep, that's perfect. What's the restaurant's address?",1,10,2,1,1,0,0,0,0,0,0
1_00041,Thanks so much!,1,3,1,0,0,0,0,0,0,0,0
1_00041,No thank you.,1,3,1,0,0,0,0,0,0,0,0
1_00044,Can you find a place to eat?,0,7,1,1,0,0,0,0,0,0,0
1_00044,Some Sichuan food would be good.,1,6,1,0,0,0,0,0,0,0,1
1_00044,Look in Mountain View.,0,4,1,0,0,1,1,0,0,0,0
1_00044,Is the restaurant inexpensive?`,0,4,1,1,0,0,0,1,0,0,0
1_00044,Can you suggest a restaurant with inexpensive pricing?,0,8,1,1,0,0,0,0,0,0,0
1_00044,What is the address? Do they have live music?,0,9,2,1,1,1,0,0,0,0,0
1_00044,"Yes, that's perfect. I want to reserve a table for 4.",1,12,2,0,0,0,0,0,1,0,0
1_00044,6 in the evening.,0,4,1,0,0,0,0,0,1,0,0
1_00044,That works for me. What is the restaurant's phone number?,1,11,2,1,1,0,0,0,0,0,0
1_00044,Do they serve alcohol?,0,4,1,1,0,1,0,1,0,0,0
1_00044,Thanks. That's all I need.,1,6,2,0,0,0,0,0,0,0,0
1_00045,I would like to find a Chinese food restaurant.,1,9,1,0,0,0,1,0,0,0,1
1_00045,Search in San Mateo.,0,4,1,0,0,1,1,0,0,0,0
1_00045,How expensive are they?,0,4,1,1,1,0,0,1,0,0,0
1_00045,Can you suggest other restaurants in SF?,0,7,1,1,0,0,0,0,0,0,0
1_00045,Can you suggest another restaurant?,0,5,1,1,0,0,0,1,0,0,0
1_00045,What is the address?,0,4,1,1,1,0,0,1,0,0,0
1_00045,"Ok, make a reservation at 12 o""clock in the afternoon.",0,12,1,0,0,0,0,0,1,0,0
1_00045,"Yes, how expensive are they?",0,5,1,1,1,0,0,1,0,0,0
1_00045,"Thank you, that's everything.",1,5,1,0,0,0,0,0,0,0,0
1_00047,I am searching for a eating place with a intermediate priced,0,11,1,0,0,0,0,0,0,0,0
1_00047,Some Izakaya kind of food good in Foster City,0,9,1,0,0,0,1,0,0,0,0
1_00047,Can you tell me other restaurant names?,0,7,1,1,0,0,0,0,0,0,0
1_00047,Are there any live music?,0,5,1,1,0,0,0,1,0,0,0
1_00047,Ok. that is perfect for me and want to reserve that restaurant on March 4th.,1,15,1,0,0,0,1,0,1,0,0
1_00047,Do the reservation at evening 6:30,0,6,1,0,0,1,0,0,1,0,0
1_00047,This is perfect. what is the address and contact number?,1,10,2,1,1,0,0,0,0,0,0
1_00047,Thanks a lot. That is all i want.,1,8,2,0,0,0,0,0,0,0,0
1_00048,i am meeting my friend after a long time and i wish to eat along with him. Will you find a place to eat and i don't have a price preference.,1,32,2,0,0,0,0,0,0,0,0
1_00048,I like Pizza and Pasta kind of food and the place should be in San Francisco.,1,16,1,0,0,0,1,0,0,0,1
1_00048,I need their contact number? Please provide me,1,8,2,1,0,0,0,0,0,1,0
1_00048,"Ok, that great and sound good to me.",1,8,1,0,0,0,0,0,0,1,0
1_00048,Yes i wank to make a reservation at 6 in the evening.,0,12,1,0,0,0,0,0,1,0,0
1_00048,"Ok, very perfect. Book it. Do they have live music?",1,10,3,1,0,1,0,0,0,0,0
1_00048,Tell me their address?,0,4,1,1,0,1,0,1,0,0,0
1_00048,Thanks a lot and thanks for your help,1,8,1,0,0,0,0,0,0,0,0
1_00048,"No, thank a lot",1,4,1,0,0,0,0,0,0,0,0
1_00049,Can you help me locate a place to eat?,0,9,1,1,0,0,0,0,0,0,0
1_00049,Some Punjabi food would be great. Please look in Pleasanton.,1,10,2,0,0,0,1,0,0,1,1
1_00049,Do they have live music?,0,5,1,1,0,1,0,1,0,0,0
1_00049,That is fine. Please make a reservation.,1,7,2,0,0,0,0,0,0,1,0
1_00049,Please make if at 12:15.,1,5,1,0,0,0,0,0,1,1,0
1_00049,"Yes, that is correct. What is their address and phone number?",1,11,2,1,1,0,0,0,0,0,0
1_00049,No thank you.,1,3,1,0,0,0,0,0,0,0,0
1_00052,I'd like to find somewhere to eat. Someplace intermediate priced.,1,11,2,0,0,0,0,0,0,0,1
1_00052,Something Southern in the San Jose area would be great.,1,10,1,0,0,0,1,0,0,1,1
1_00052,Do you have any other suggestions? Maybe someplace with live music that also serves alcohol.,1,15,2,1,0,1,0,0,0,0,0
1_00052,What's their number?,0,4,1,1,1,0,0,1,0,0,0
1_00052,And their address?,0,3,1,1,0,0,0,1,0,0,0
1_00052,Do you have anymore restaurant suggestions?,0,6,1,1,0,1,0,1,0,0,0
1_00052,Sounds great.,1,2,1,0,0,0,0,0,0,1,0
1_00052,Yes. Make it for a quarter to 12 in the morning.,0,11,2,0,0,1,0,0,1,0,0
1_00052,"Yes, that's perfect. What's their address and phone number again?",1,12,2,1,1,0,0,0,0,0,0
1_00052,Thank you so much for all of your help.,1,9,1,0,0,0,0,0,0,1,0
1_00053,Please search for an economical priced place to eat that serves alcohol.,1,12,1,0,0,0,0,0,0,1,0
1_00053,I prefer it in Oakland. I am craving Pizza.,0,9,2,0,0,0,1,0,0,0,0
1_00053,Do they happen to have live music? What is their phone number?,0,12,2,1,1,1,0,0,0,0,0
1_00053,Are there other restaurant options?,0,5,1,1,0,0,0,1,0,0,0
1_00053,That will do.,1,3,1,0,0,0,0,0,0,0,0
1_00053,I want to make a restaurant reservation.,0,7,1,0,0,0,0,0,0,0,0
1_00053,I would like it to be half past 11 in the morning.,1,12,1,0,0,0,0,0,1,0,1
1_00053,Its actually a party of 4.,1,6,1,0,0,0,0,0,1,0,0
1_00053,That will do.,1,3,1,0,0,0,0,0,0,0,0
1_00053,Can you tell me what their address is?,0,8,1,1,1,0,0,0,0,0,0
1_00053,Thank you. That is all.,1,5,2,0,0,0,0,0,0,0,0
1_00055,I would like to look for a place where I could eat.,1,12,1,0,0,0,0,0,0,0,1
1_00055,"Please look in Dublin, a burger is perfect to have now.",1,11,1,0,0,0,1,0,0,1,0
1_00055,I want a restaurant with music.,0,6,1,0,0,0,0,0,0,0,0
1_00055,"Alright, please make a reservation for me at this evening 7:15.",1,11,1,0,0,0,0,0,1,1,0
1_00055,Please make it at 7 pm.,1,6,1,0,0,0,0,0,1,1,0
1_00055,Actually its for 3 people on 14th of March.,0,9,1,0,0,0,1,0,1,0,0
1_00055,"Yes, that's right. How about the price range, is it very fancy?",1,13,2,1,1,0,0,0,0,0,0
1_00055,"Thank you, that's all for now.",1,7,1,0,0,0,0,0,0,0,0
1_00056,My husband and I want to have dinner out. Are there any good places to eat around here?,1,18,2,1,0,0,0,0,0,0,0
1_00056,I would like to stay around Milpitas.,1,7,1,0,0,0,1,0,0,0,1
1_00056,I would really like some Latin American food.,1,8,1,0,0,0,0,0,0,0,1
1_00056,"That's great, are there any other restaurants, maybe in Santa Clara?",1,12,1,1,0,0,1,0,0,1,0
1_00056,How expensive are they?,0,4,1,1,1,0,0,1,0,0,0
1_00056,Do you have any other suggestions?,0,6,1,1,0,1,0,1,0,0,0
1_00056,"Great, that's the one I want.",1,7,1,0,0,0,0,0,0,1,0
1_00056,"Yes, please. I want to eat there.",1,7,2,0,0,0,0,0,0,1,0
1_00056,How about 12:30 in the afternoon?,0,6,1,1,1,0,0,1,1,0,0
1_00056,"Yes, that is correct? Can you tell me their address and if they are having live music?",1,17,2,1,0,0,0,0,0,0,0
1_00056,Thank you so much! That's everything.,1,7,2,0,0,0,0,0,0,1,0
1_00057,Do you know of any places to eat in San Francisco?,0,11,1,1,0,1,1,0,0,0,0
1_00057,American food would really hit the spot.,1,7,1,0,0,0,1,0,0,0,1
1_00057,Do you have any other suggestions? I would prefer something with a moderate price range.,1,15,2,1,0,1,0,0,0,0,1
1_00057,Do you have their phone number? And do they serve liquor?,0,11,2,1,0,1,0,0,0,0,0
1_00057,"Okay, that works. Please make me a reservation for 12:45 pm.",1,11,2,0,0,0,0,0,1,1,0
1_00057,"Yeah, that's it.",1,4,1,0,0,0,0,0,0,0,0
1_00057,Thanks so much.,1,3,1,0,0,0,0,0,0,0,0
1_00057,"No, thanks a lot.",1,4,1,0,0,0,0,0,0,0,0
1_00059,I would like to find a place to eat.,1,9,1,0,0,0,0,0,0,0,1
1_00059,Find me a sushi place in Alameda.,0,7,1,0,0,1,1,0,0,0,0
1_00059,That works for me. I would like to make a reservation.,1,11,2,0,0,0,0,0,0,0,1
1_00059,I would like it at afternoon 1:15.,1,7,1,0,0,0,0,0,1,0,1
1_00059,"Yup, that's correct.",1,4,1,0,0,0,0,0,0,0,0
1_00059,Thanks so much. That's all for today.,1,8,2,0,0,0,0,0,0,0,0
1_00060,Hi I'm hungry and also need to let loose tonight. Can you find me a place to eat that serves alcohol?,1,22,2,1,0,0,0,0,0,0,0
1_00060,"I'm in the mood for some Chinese food tonight, preferably in Millbrae.",1,13,1,0,0,0,1,0,0,0,0
1_00060,That sounds good to me.,1,5,1,0,0,0,0,0,0,0,0
1_00060,"Yes, that would be great. Please make a reservation.",1,9,2,0,0,0,0,0,0,1,1
1_00060,I'd like to be there at evening 7:30.,1,9,1,0,0,0,0,0,1,0,1
1_00060,That sounds great.,1,3,1,0,0,0,0,0,0,1,0
1_00060,What is the address of the restaurant?,0,7,1,1,1,0,0,0,0,0,0
1_00060,"Thanks for everything, that's all I needed.",1,8,1,0,0,0,0,0,0,0,0
1_00061,I'd like to find a place to eat in this city.,1,12,1,0,0,0,0,0,0,0,1
1_00061,Look for burger restaurants in Campbell.,0,6,1,0,0,1,1,0,0,0,0
1_00061,What is Effie's address and do they serve drinks?,0,10,1,1,1,0,0,0,0,0,0
1_00061,I'd like to make a reservation there.,1,8,1,0,0,0,0,0,0,0,1
1_00061,Make it on the 4th of this month please in the evening 6:30.,0,13,1,0,0,1,0,0,1,1,0
1_00061,No I'd like a reservation on the 1st.,1,9,1,0,0,0,0,0,1,0,1
1_00061,No the reservation is for 3 people.,0,7,1,0,0,0,0,0,1,0,0
1_00061,"Yes, sounds good.",1,3,1,0,0,0,0,0,0,0,0
1_00061,Do they play live music and what is their phone number?,0,11,1,1,1,1,0,0,0,0,0
1_00061,"Thanks, that's all.",1,4,1,0,0,0,0,0,0,0,0
1_00062,What would be a good place to eat?,0,8,1,1,1,0,0,0,0,0,1
1_00062,"I want some Noodles, and search in Berkeley.",0,8,1,0,0,0,1,0,0,0,0
1_00062,Do you have their number? And do they have live music?,0,11,2,1,0,1,0,0,0,0,0
1_00062,"I think that works out, make a reservation at the restaurant.",1,11,1,0,0,0,0,0,0,0,0
1_00062,11:30 in the morning seems good.,1,6,1,0,0,0,0,0,1,0,0
1_00062,"Yeah, that's good. Do they serve liquor, and what is their address?",1,13,2,1,1,1,0,0,0,0,0
1_00062,"Okay, thank you very much.",1,5,1,0,0,0,0,0,0,1,0
1_00062,"No, I do not. Thank you.",1,6,2,0,0,0,0,0,0,0,0
1_00063,I am looking for somewhere to eat? Do you know of any good places?,1,14,2,1,0,1,0,0,0,0,0
1_00063,I was thinking in Petaluma. Preferably a Pizza place.,0,9,2,0,0,0,1,0,0,0,0
1_00063,Are there any others?,0,4,1,1,0,0,0,1,0,0,0
1_00063,Any other suggestions?,0,3,1,1,0,0,0,1,0,0,0
1_00063,Is it an inexpensive restaurant? What is the address?,0,9,2,1,1,0,0,0,0,0,0
1_00063,That sounds like a good choice.,1,6,1,0,0,0,0,0,0,0,0
1_00063,Yes. Reserve it for half past 1 in the afternoon.,0,10,2,0,0,1,0,0,1,0,0
1_00063,That works for me. Do they serve alcohol?,0,8,2,1,0,1,0,0,0,0,0
1_00063,What number can I reach them at? Do they have live music?,0,12,2,1,1,1,0,0,0,0,0
1_00063,Thanks. That is all.,1,4,2,0,0,0,0,0,0,0,0
1_00065,"I need to find somewhere to get a good meal in Pleasanton, can you help?",1,15,1,1,0,0,1,0,0,0,0
1_00065,"I want Japanese food, my girlfriend is from Osaka, I'm trying to impress her.",1,15,1,0,0,0,1,0,0,0,0
1_00065,Is there anything else? I want something a bit more afforadable.,1,11,2,1,0,0,0,0,0,0,0
1_00065,Do they serve liquor and play live music?,0,8,1,1,0,1,0,0,0,0,0
1_00065,"Okay, that'll be fine.",1,5,1,0,0,0,0,0,0,0,0
1_00065,"Yes thanks, please book it.",1,5,1,0,0,0,0,0,0,1,0
1_00065,7:45 in the evening please.,1,5,1,0,0,0,0,0,1,1,0
1_00065,"Yes, that's perfect.",1,4,1,0,0,0,0,0,0,0,0
1_00065,"Yeah, that's okay.",1,4,1,0,0,0,0,0,0,0,0
1_00065,Thanks. Where are they? How can I call them?,1,9,3,1,1,0,0,0,0,0,0
1_00065,"Okay, thanks. That's all for today.",1,7,2,0,0,0,0,0,0,0,0
1_00066,Do you know a place to eat?,0,7,1,1,0,1,0,0,0,0,0
1_00066,Do you know a place to eat in Petaluma?,0,9,1,1,0,1,1,0,0,0,0
1_00066,I am looking for an Italian restaurant.,0,7,1,0,0,0,1,0,0,0,0
1_00066,What's the number of the restaurant? Is there live music?,0,11,2,1,1,0,0,0,0,0,0
1_00066,I would like to make a reservation for six at a restaurant.,0,12,1,0,0,0,0,0,0,0,1
1_00066,At 5 pm.,0,3,1,0,0,0,0,0,1,0,0
1_00066,Yes that's right. What's the address?,1,8,2,1,1,0,0,0,0,0,0
1_00066,That's all. Thanks.,1,4,2,0,0,0,0,0,0,0,0
1_00067,Hello! I am looking for a place to eat.,1,9,2,0,0,0,0,0,0,0,0
1_00067,I would prefer to eat at Pleasanton.,1,7,1,0,0,0,1,0,0,0,1
1_00067,I would like something on the lines of Izakaya food.,1,10,1,0,0,0,0,0,0,0,1
1_00067,"Sure, that sounds great!",1,4,1,0,0,0,0,0,0,1,0
1_00067,Sure! Please reserve a table for me at 12:30 pm.,1,10,2,0,0,0,0,0,1,1,0
1_00067,"Yes, that's fine for me.",1,6,1,0,0,0,0,0,0,0,0
1_00067,How about placing a reservation at 19:15 instead?,0,8,1,1,1,0,0,0,1,0,0
1_00067,That is fine for me. What is their address and do they serve liquor?,1,14,2,1,1,0,0,0,0,0,0
1_00067,"Sure, that sounds great!",1,4,1,0,0,0,0,0,0,1,0
1_00067,"Thank you, that's all the help I need.",1,9,1,0,0,0,0,0,0,0,0
1_00069,I have a friend visiting from out of town and need to find somewhere good for us to eat. Can you look up restaurants in San Jose?,1,27,2,1,0,0,1,0,0,0,0
1_00069,Some kind of Freshwater fish would be great.,1,8,1,0,0,0,0,0,0,1,1
1_00069,How expensive is it?,0,4,1,1,1,0,0,1,0,0,0
1_00069,"Ok, that sounds good.",1,4,1,0,0,0,0,0,0,0,0
1_00069,"Yes, please do.",1,3,1,0,0,0,0,0,0,1,0
1_00069,Can you make it on the 10th of this month at a quarter to 7 in the evening?,0,18,1,1,0,0,0,0,1,0,0
1_00069,"Yes, that's perfect.",1,4,1,0,0,0,0,0,0,0,0
1_00069,Can you try making the reservation for 1 in the afternoon?,0,11,1,1,0,0,0,0,1,0,0
1_00069,"No, actually, change that to Tuesday next week.",1,8,1,0,0,0,0,0,0,0,0
1_00069,"Yes, that's perfect.",1,4,1,0,0,0,0,0,0,0,0
1_00069,"Great, thank you!",1,3,1,0,0,0,0,0,0,1,0
1_00069,"No, thank you.",1,3,1,0,0,0,0,0,0,0,0
1_00070,I think dining out will be a wonderful thing. Look for a suitable place please.,1,15,2,0,0,1,0,0,0,1,0
1_00070,It will be fine at San Francisco and pizza and pasta will cherish me.,1,14,1,0,0,0,1,0,0,0,0
1_00070,"Great, make a reservation for me.",1,6,1,0,0,0,0,0,0,1,0
1_00070,5:30 in the evening.,0,4,1,0,0,0,0,0,1,0,0
1_00070,Please make it on March 3rd for 3 people.,1,9,1,0,0,0,1,0,1,1,0
1_00070,will you make it at 11:30 am on 7th of March?,0,11,1,1,0,0,1,0,1,0,0
1_00070,"Ok, its fine. thank you.",1,5,2,0,0,0,0,0,0,0,0
1_00070,"Grateful, thank you.",1,3,1,0,0,0,0,0,0,0,0
1_00071,I am meeting a friend for food later. Can you find me a pricey place nearby?,1,16,2,1,0,0,0,0,0,0,0
1_00071,A place with pasta will be perfect?,0,7,1,1,0,0,0,0,0,0,0
1_00071,We are meeting in San Francisco.,0,6,1,0,0,0,1,0,0,0,0
1_00071,Are there any other nice restaurants in the area?,0,9,1,1,0,0,0,0,0,0,0
1_00071,Do they serve liquor?,0,4,1,1,0,1,0,1,0,0,0
1_00071,Can you suggest any Mexican food restaurants?,0,7,1,1,0,0,1,0,0,0,0
1_00071,Do they serve liquor?,0,4,1,1,0,1,0,1,0,0,0
1_00071,I want to make a reservation for Cala.,0,8,1,0,0,0,0,0,0,0,0
1_00071,Make it for one in the afternoon on March 7th.,0,10,1,0,0,1,1,0,1,0,0
1_00071,Please change it to a quarter past 12 in the afternoon.,0,11,1,0,0,0,0,0,1,1,0
1_00071,"Yes, that is good. Do they have live music?",0,9,2,1,0,1,0,0,0,0,0
1_00071,Yes that works.,1,3,1,0,0,0,0,0,0,0,0
1_00071,Thank you very much.,1,4,1,0,0,0,0,0,0,1,0
1_00071,"No, that is all.",1,4,1,0,0,0,0,0,0,0,0
1_00072,I want to go out to eat in Milpitas.,0,9,1,0,0,0,1,0,0,0,0
1_00072,I'm looking for take-out.,0,5,1,0,0,0,0,0,0,0,0
1_00072,"Alright, what is their number? Do they have live music?",0,10,2,1,1,1,0,0,0,0,0
1_00072,"Alright, that works.",1,3,1,0,0,0,0,0,0,0,0
1_00072,"Yes, make a reservation for three people.",0,7,1,0,0,0,0,0,0,0,0
1_00072,"At 1 pm, please.",1,4,1,0,0,0,0,0,1,1,0
1_00072,Yes that's right.,1,4,1,0,0,0,0,0,0,0,0
1_00072,Can you try booking again for 4 people?,0,8,1,1,0,0,0,0,1,0,0
1_00072,"No, actually make it half past 6 in the evening.",0,10,1,0,0,0,0,0,1,0,0
1_00072,Yes that works. Can I have the address? Also how expensive are they?,1,13,3,1,1,0,0,0,0,0,0
1_00072,"Thanks, that's all I needed.",1,6,1,0,0,0,0,0,0,0,0
1_00073,"I would like to eat at outside, can you find some nice place?",1,13,1,1,0,0,0,0,0,0,1
1_00073,"Yes, some salad type food with low-cost will be perfect. Also I need live music there.",1,16,2,0,0,0,0,0,0,0,0
1_00073,If I got any place in San Jose then it will be nice for me.,1,15,1,0,0,0,1,0,0,0,0
1_00073,What is the address of that restaurant?,0,7,1,1,1,0,0,0,0,0,0
1_00073,Do they have any liquor supply?,0,6,1,1,0,1,0,1,0,0,0
1_00073,"That's okay, can you make me a reservation at this restaurant for day after tomorrow.",1,16,1,0,0,0,0,0,0,0,0
1_00073,11:30 in the morning will be perfect.,0,7,1,0,0,0,0,0,1,0,0
1_00073,Make it for one person.,0,5,1,0,0,1,0,0,0,0,0
1_00073,"Sorry, please change it to 3 persons and the date will be 2nd of March.",1,15,1,0,0,0,1,0,1,1,0
1_00073,"Yes, that is correct. continue.",1,5,2,0,0,1,0,0,0,0,0
1_00073,"Thanks, that's all I want.",1,6,1,0,0,0,0,0,0,0,0
1_00074,I am trying to find fancy place to eat. I'm willing to pay more for a nice meal.,1,19,2,0,0,0,0,0,0,0,0
1_00074,I'm looking to have Korean Barbeque. I'm looking in Santa Clara.,0,13,2,0,0,0,1,0,0,0,0
1_00074,Do they have alcohol?,0,4,1,1,0,1,0,1,0,0,0
1_00074,That sounds great.,1,3,1,0,0,0,0,0,0,1,0
1_00074,Yes. I would like to make a reservation for 20:00.,1,10,2,0,0,0,0,0,1,0,1
1_00074,"That's correct. Will there be live music? Also, where is the restaurant?",0,13,3,1,1,0,0,0,0,0,0
1_00074,"Yes, I'd like to make the reservation at 7 in the evening.",0,13,1,0,0,0,0,0,1,0,1
1_00074,That sounds good.,1,3,1,0,0,0,0,0,0,0,0
1_00074,Thank you!,1,2,1,0,0,0,0,0,0,0,0
1_00074,Nope. That's all.,1,4,2,0,0,0,0,0,0,0,0
1_00075,I want to find somewhere to eat. It needs to serve alcohol and it doesn't matter if it's pricey.,1,21,2,0,0,0,0,0,0,0,0
1_00075,Look in SFO. I'm feeling Japanese food.,0,8,2,0,0,1,1,0,0,0,0
1_00075,What's the address and number?,0,6,1,1,1,0,0,1,0,0,0
1_00075,That sounds good.,1,3,1,0,0,0,0,0,0,0,0
1_00075,Yes. Make it for evening 5:45.,0,6,2,0,0,1,0,0,1,0,0
1_00075,"No, it's for 1 person. Let's do it on the 8th.",0,13,2,0,0,1,0,0,1,0,0
1_00075,No. Make it for 3 people at 11:15.,0,8,2,0,0,1,0,0,1,0,0
1_00075,"Yes, that's right. Do they have live music?",1,9,2,1,0,1,0,0,0,0,0
1_00075,Thanks. That's it for now.,1,6,2,0,0,0,0,0,0,0,0
1_00076,Where can I go to eat that also serves alcohol?,0,10,1,1,1,0,0,0,0,0,0
1_00076,I want to go somewhere where I can get a reasonably priced burger.,0,13,1,0,0,0,0,0,0,0,0
1_00076,I'd like to eat somewhere in Berkeley.,0,8,1,0,0,0,1,0,0,0,1
1_00076,"Okay, please make a reservation.",1,5,1,0,0,0,0,0,0,1,0
1_00076,Half past 1 in the afternoon will be fine.,0,9,1,0,0,0,0,0,1,0,0
1_00076,That sounds great. Is there live music and where are they located.,1,12,2,0,0,0,0,0,0,1,0
1_00076,Make a seven pm reservation at a restaurant.,0,8,1,0,0,1,0,0,0,0,0
1_00076,"Yes, thanks.",1,2,1,0,0,0,0,0,0,0,0
1_00076,"Ok, thank you.",1,3,1,0,0,0,0,0,0,0,0
1_00077,Could you suggest a place to eat?,1,7,1,1,0,0,0,0,0,0,1
1_00077,I think I'm craving Mexican food.,1,7,1,0,0,0,1,0,0,0,0
1_00077,I want to eat in San Mateo.,0,7,1,0,0,0,1,0,0,0,0
1_00077,That sounds great.,1,3,1,0,0,0,0,0,0,1,0
1_00077,"Yes, I want to make one.",0,6,1,0,0,0,0,0,0,0,0
1_00077,11:30 am is fine.,0,4,1,0,0,0,0,0,1,0,0
1_00077,Correct. What is the phone number of the place and does it have live music?,0,15,2,1,1,1,0,0,0,0,0
1_00077,Thank you. That's all.,1,5,2,0,0,0,0,0,0,0,0
1_00079,Can you recommend me somewhere to eat?,0,7,1,1,0,0,0,0,0,0,0
1_00079,It should be in SFO.,0,5,1,0,0,0,0,0,0,0,1
1_00079,I'd like to get some Middle eastern food in Oakland.,1,11,1,0,0,0,1,0,0,0,1
1_00079,How about something else? I'm looking for a meal on a budget.,0,13,2,1,1,0,0,0,0,0,0
1_00079,What is the address?,0,4,1,1,1,0,0,1,0,0,0
1_00079,"Okay, that sounds good.",1,4,1,0,0,0,0,0,0,0,0
1_00079,"Yeah, make a reservation please.",1,5,1,0,0,0,0,0,0,1,0
1_00079,I'd like it to be at 13:30.,1,8,1,0,0,0,0,0,1,0,1
1_00079,"No, it is just for 1 person.",0,7,1,0,0,0,0,0,1,0,0
1_00079,"Yes, that sounds good.",1,4,1,0,0,0,0,0,0,0,0
1_00079,"Okay great, thanks.",1,3,1,0,0,0,0,0,0,1,0
1_00079,"No, that's all thanks.",1,5,1,0,0,0,0,0,0,0,0
1_00081,I have a date later and I am looking for a good place to eat.,1,15,1,0,0,0,0,0,0,0,0
1_00081,I will be in Berkeley and am in the mood for some Breakfast type of food.,0,16,1,0,0,0,1,0,0,0,0
1_00081,Can you give me their address?,0,6,1,1,0,0,0,1,0,0,0
1_00081,That works out great.,1,4,1,0,0,0,0,0,0,1,0
1_00081,Yes please. Go ahead and place the reservation.,1,8,2,0,0,1,0,0,0,1,0
1_00081,It is for 1 person at 12:15 in the afternoon.,0,10,1,0,0,0,0,0,1,0,0
1_00081,"Actually I changed my mind, make it at evening 6:45.",1,10,1,0,0,0,0,0,1,0,0
1_00081,Yes that is what I want. Can I have a contact number?,0,12,2,1,1,0,0,0,0,0,0
1_00081,Yes please.,1,2,1,0,0,0,0,0,0,1,0
1_00081,I'm a little concerned about price. Would you say that the price range is not very costly.?,1,18,3,1,0,0,0,0,0,0,1
1_00081,Thank you so much for your time.,1,7,1,0,0,0,0,0,0,1,0
1_00081,"No, that is all. Thank you again.",1,7,2,0,0,0,0,0,0,0,0
1_00082,Can you recommend a restaurant where I can go for a meal.,0,12,1,0,0,0,0,0,0,0,0
1_00082,I would like a reasonably priced restaurant that serves Sushi in San Rafael.,1,13,1,0,0,0,1,0,0,0,1
1_00082,Can you tell me their exact location.,0,7,1,0,0,0,0,0,0,0,0
1_00082,Can you tell me the phone number for the restaurant? And I would like to know if they have live music as well.,1,23,2,1,0,0,0,0,0,0,1
1_00082,"I would like the name of another restaurant, one that serves Sichuan food, please.",1,14,1,0,0,0,0,0,0,1,1
1_00082,"Sure, that sounds good. I would like to go ahead and make a reservation for that restaurant.",1,17,2,0,0,0,0,0,0,0,1
1_00082,I would like to reserve for 7 in the evening for Monday next week.,1,14,1,0,0,0,0,0,1,0,1
1_00082,"Sure, that's perfect.",1,4,1,0,0,0,0,0,0,0,0
1_00082,Great. Thanks,1,2,2,0,0,0,0,0,0,1,0
1_00082,"No, all set. Thanks.",1,4,2,0,0,0,0,0,0,0,0
